,Movie,Year,Genre,Rating,metaScore,Votes,Length,Age Certificate
369,In Bruges,2008,"Comedy, Crime, Drama",7.9,67.0,385072,107,R
863,The Princess Bride,1987,"Adventure, Family, Fantasy",8.1,77.0,387415,98,PG
390,It's a Wonderful Life,1946,"Drama, Family, Fantasy",8.6,89.0,390163,130,PG
170,Citizen Kane,1941,"Drama, Mystery",8.3,100.0,391425,119,PG
825,The Last Samurai,2003,"Action, Drama, War",7.7,55.0,393803,154,R
889,The Theory of Everything,2014,"Biography, Drama, Romance",7.7,72.0,394094,123,PG-13
427,Knives Out,2019,"Comedy, Crime, Drama",7.9,82.0,396983,130,PG-13
730,Tangled,2010,"Animation, Adventure, Comedy",7.7,71.0,397911,100,PG
103,Big Hero 6,2014,"Animation, Action, Adventure",7.8,74.0,402796,102,PG
493,Lost in Translation,2003,"Comedy, Drama",7.7,89.0,405813,102,R
197,Dawn of the Planet of the Apes,2014,"Action, Adventure, Drama",7.6,79.0,407708,130,PG-13
705,Spotlight,2015,"Biography, Crime, Drama",8.1,93.0,409410,129,R
102,Big Fish,2003,"Adventure, Drama, Fantasy",8.0,58.0,409861,125,PG-13
93,Beauty and the Beast,1991,"Animation, Family, Fantasy",8.0,95.0,411947,84,G
552,Mystic River,2003,"Crime, Drama, Mystery",7.9,84.0,412956,138,R
786,The Girl with the Dragon Tattoo,2011,"Crime, Drama, Mystery",7.8,71.0,413593,158,R
202,Dead Poets Society,1989,"Comedy, Drama",8.1,79.0,413761,128,PG
150,Captain Phillips,2013,"Adventure, Biography, Crime",7.8,82.0,414014,134,PG-13
910,"Three Billboards Outside Ebbing, Missouri",2017,"Comedy, Crime, Drama",8.2,88.0,415550,115,R
180,Crash,2004,"Crime, Drama, Thriller",7.7,66.0,415997,112,R
494,Love Actually,2003,"Comedy, Drama, Romance",7.6,55.0,416874,135,R
800,The Help,2011,Drama,8.0,62.0,421249,146,PG-13
326,Hacksaw Ridge,2016,"Biography, Drama, History",8.1,71.0,421719,139,R
996,Zootopia,2016,"Animation, Adventure, Comedy",8.0,78.0,423633,108,PG
652,Rush,2013,"Action, Biography, Drama",8.1,74.0,424945,123,R
79,Baby Driver,2017,"Action, Crime, Music",7.6,86.0,425818,113,R
778,The Fifth Element,1997,"Action, Adventure, Sci-Fi",7.7,52.0,427391,126,PG-13
752,The Bourne Supremacy,2004,"Action, Mystery, Thriller",7.7,73.0,428538,108,PG-13
963,Warrior,2011,"Action, Drama, Sport",8.2,71.0,429362,140,PG-13
184,Dallas Buyers Club,2013,"Biography, Drama",8.0,80.0,432182,117,R
486,Little Miss Sunshine,2006,"Comedy, Drama",7.8,80.0,433477,101,R
632,Rear Window,1954,"Mystery, Thriller",8.4,100.0,434998,112,PG
119,Bohemian Rhapsody,2018,"Biography, Drama, Music",8.0,49.0,436743,134,PG-13
249,Edward Scissorhands,1990,"Drama, Fantasy, Romance",7.9,74.0,438996,105,PG-13
865,The Pursuit of Happyness,2006,"Biography, Drama",8.0,64.0,439413,117,PG-13
377,Indiana Jones and the Temple of Doom,1984,"Action, Adventure",7.6,57.0,440197,118,PG
236,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Comedy,8.4,97.0,443119,95,PG
112,Blade Runner 2049,2017,"Action, Drama, Mystery",8.0,81.0,445584,164,R
759,The Butterfly Effect,2004,"Drama, Sci-Fi, Thriller",7.6,30.0,445653,113,R
994,Zodiac,2007,"Crime, Drama, Mystery",7.7,78.0,449490,157,R
562,Nightcrawler,2014,"Crime, Drama, Thriller",7.9,76.0,452635,117,R
352,Home Alone,1990,"Comedy, Family",7.6,63.0,453646,103,PG
859,The Perks of Being a Wallflower,2012,"Drama, Romance",8.0,67.0,453754,103,PG-13
153,Casino,1995,"Crime, Drama",8.2,73.0,455763,178,R
353,Hot Fuzz,2007,"Action, Comedy, Mystery",7.8,81.0,456108,121,R
164,Children of Men,2006,"Adventure, Drama, Sci-Fi",7.9,84.0,458330,109,R
712,Star Trek Into Darkness,2013,"Action, Adventure, Sci-Fi",7.7,72.0,459363,132,PG-13
338,Harry Potter and the Half-Blood Prince,2009,"Action, Adventure, Family",7.6,78.0,461000,153,PG
204,Deadpool 2,2018,"Action, Adventure, Comedy",7.7,66.0,464295,119,R
265,Ex Machina,2014,"Drama, Sci-Fi, Thriller",7.7,78.0,464943,108,R
335,Harry Potter and the Deathly Hallows: Part 1,2010,"Adventure, Family, Fantasy",7.7,65.0,465896,146,PG-13
0,500 Days of Summer,2009,"Comedy, Drama, Romance",7.7,76.0,465971,95,PG-13
626,Rain Man,1988,Drama,8.0,65.0,466596,133,R
82,Back to the Future Part II,1989,"Adventure, Comedy, Sci-Fi",7.8,57.0,470876,108,PG
298,Get Out,2017,"Horror, Mystery, Thriller",7.7,85.0,476299,104,R
51,American Psycho,2000,"Comedy, Crime, Drama",7.6,64.0,477013,101,R
303,Parasite,2019,"Comedy, Drama, Thriller",8.6,96.0,488040,132,R
439,La La Land,2016,"Comedy, Drama, Music",8.0,94.0,491230,128,PG-13
114,Blood Diamond,2006,"Adventure, Drama, Thriller",8.0,64.0,491455,143,R
211,Despicable Me,2010,"Animation, Comedy, Family",7.6,72.0,493000,95,PG
537,Monty Python and the Holy Grail,1975,"Adventure, Comedy, Fantasy",8.2,91.0,493635,91,PG
964,Watchmen,2009,"Action, Drama, Mystery",7.6,56.0,493636,162,R
526,Minority Report,2002,"Action, Crime, Mystery",7.6,80.0,500682,145,PG-13
751,The Bourne Identity,2002,"Action, Mystery, Thriller",7.9,68.0,500709,119,PG-13
799,The Hateful Eight,2015,"Crime, Drama, Mystery",7.8,68.0,502149,168,R
576,Oldboy,2003,"Action, Drama, Mystery",8.4,77.0,503974,120,R
673,Shaun of the Dead,2004,"Comedy, Horror",7.9,76.0,504226,99,R
906,There Will Be Blood,2007,Drama,8.2,93.0,505934,158,R
572,Ocean's Eleven,2001,"Crime, Thriller",7.7,74.0,506408,116,PG-13
644,Rocky,1976,"Drama, Sport",8.1,70.0,508476,120,PG
854,The Notebook,2004,"Drama, Romance",7.8,53.0,510628,123,PG-13
152,Casablanca,1942,"Drama, Romance, War",8.5,100.0,512605,102,PG
995,Zombieland,2009,"Adventure, Comedy, Fantasy",7.6,73.0,512698,88,R
155,Cast Away,2000,"Adventure, Drama, Romance",7.8,73.0,513105,143,PG-13
722,Superbad,2007,Comedy,7.6,76.0,513143,113,R
922,Toy Story 2,1999,"Animation, Adventure, Comedy",7.9,88.0,517051,92,G
583,Once Upon a Time... In Hollywood,2019,"Comedy, Drama",7.6,83.0,517593,161,R
418,Kick-Ass,2010,"Action, Comedy, Crime",7.6,66.0,519048,117,R
438,L.A. Confidential,1997,"Crime, Drama, Mystery",8.2,90.0,523661,138,R
488,"Lock, Stock and Two Smoking Barrels",1998,"Action, Comedy, Crime",8.2,66.0,526762,107,R
346,Her,2013,"Drama, Romance, Sci-Fi",8.0,90.0,527232,126,R
337,Harry Potter and the Goblet of Fire,2005,"Adventure, Family, Fantasy",7.7,81.0,533704,157,PG-13
339,Harry Potter and the Prisoner of Azkaban,2004,"Adventure, Family, Fantasy",7.9,82.0,536591,142,PG
242,Dunkirk,2017,"Action, Drama, History",7.9,94.0,537083,106,PG-13
395,Jaws,1975,"Adventure, Thriller",8.0,87.0,537357,124,PG
645,Rogue One: A Star Wars Story,2016,"Action, Adventure, Sci-Fi",7.8,65.0,541341,133,PG-13
321,Guardians of the Galaxy Vol. 2,2017,"Action, Adventure, Comedy",7.6,67.0,554140,136,PG-13
728,Taken,2008,"Action, Thriller",7.8,51.0,559336,90,PG-13
239,Drive,2011,"Crime, Drama",7.8,78.0,561014,100,R
384,Into the Wild,2007,"Adventure, Biography, Drama",8.1,73.0,563013,148,R
65,Argo,2012,"Biography, Drama, Thriller",7.7,86.0,564857,120,R
343,Heat,1995,"Crime, Drama, Thriller",8.2,76.0,565337,170,R
909,Thor: Ragnarok,2017,"Action, Adventure, Comedy",7.9,74.0,569159,130,PG-13
107,Birdman or (The Unexpected Virtue of Ignorance),2014,"Comedy, Drama",7.7,87.0,569178,119,R
936,12 Monkeys,1995,"Mystery, Sci-Fi, Thriller",8.0,74.0,570435,129,R
319,Groundhog Day,1993,"Comedy, Fantasy, Romance",8.0,72.0,570928,101,PG
482,Life of Pi,2012,"Adventure, Drama, Fantasy",7.9,79.0,572259,127,PG
710,Star Trek,2009,"Action, Adventure, Sci-Fi",7.9,82.0,572763,127,PG-13
154,Casino Royale,2006,"Action, Adventure, Thriller",8.0,80.0,572913,144,PG-13
674,Sherlock Holmes,2009,"Action, Adventure, Mystery",7.6,57.0,575908,128,PG-13
765,The Curious Case of Benjamin Button,2008,"Drama, Fantasy, Romance",7.8,70.0,578160,166,PG-13
66,Arrival,2016,"Drama, Mystery, Sci-Fi",7.9,81.0,579521,116,PG-13
424,Kingsman: The Secret Service,2014,"Action, Adventure, Comedy",7.7,60.0,581798,129,R
619,Prisoners,2013,"Crime, Drama, Mystery",8.1,70.0,585254,153,R
248,Edge of Tomorrow,2014,"Action, Adventure, Sci-Fi",7.9,71.0,588748,113,PG-13
620,Psycho,1960,"Horror, Mystery, Thriller",8.5,97.0,590726,109,R
4,2001: A Space Odyssey,1968,"Adventure, Sci-Fi",8.3,84.0,591189,149,G
802,The Hobbit: The Desolation of Smaug,2013,"Adventure, Fantasy",7.8,66.0,592588,161,PG-13
62,Apocalypse Now,1979,"Drama, Mystery, War",8.4,94.0,594247,147,R
381,Inside Out,2015,"Animation, Adventure, Comedy",8.1,94.0,596489,95,PG
753,The Bourne Ultimatum,2007,"Action, Mystery, Thriller",8.0,85.0,598816,115,PG-13
682,Shrek,2001,"Animation, Adventure, Comedy",7.8,84.0,602794,90,PG
271,Fargo,1996,"Crime, Drama, Thriller",8.1,85.0,603912,98,R
455,Life Is Beautiful,1997,"Comedy, Drama, Romance",8.6,59.0,609279,116,PG-13
252,Pan's Labyrinth,2006,"Drama, Fantasy, War",8.2,98.0,609292,118,R
881,The Social Network,2010,"Biography, Drama",7.7,95.0,611994,120,PG-13
689,Skyfall,2012,"Action, Adventure, Thriller",7.7,81.0,622302,143,PG-13
927,Trainspotting,1996,Drama,8.1,83.0,625623,93,R
524,Million Dollar Baby,2004,"Drama, Sport",8.1,86.0,626002,132,PG-13
630,Ratatouille,2007,"Animation, Adventure, Comedy",8.0,96.0,627720,111,G
2,12 Years a Slave,2013,"Biography, Drama, History",8.1,96.0,627750,134,R
819,The King's Speech,2010,"Biography, Drama, History",8.0,88.0,630288,118,R
489,Logan,2017,"Action, Drama, Sci-Fi",8.1,77.0,631481,137,R
340,Harry Potter and the Sorcerer's Stone,2001,"Adventure, Family, Fantasy",7.6,64.0,631572,152,PG
664,Spirited Away,2001,"Animation, Adventure, Family",8.6,96.0,631714,125,PG
225,District 9,2009,"Action, Sci-Fi, Thriller",7.9,81.0,631836,112,R
983,X-Men: First Class,2011,"Action, Adventure, Sci-Fi",7.7,65.0,638619,131,PG-13
40,Aliens,1986,"Action, Adventure, Sci-Fi",8.3,84.0,642274,137,R
808,The Incredibles,2004,"Animation, Action, Adventure",8.0,90.0,645414,115,PG
147,Captain America: Civil War,2016,"Action, Adventure, Sci-Fi",7.8,75.0,648143,147,PG-13
982,X-Men: Days of Future Past,2014,"Action, Adventure, Sci-Fi",7.9,75.0,652158,132,PG-13
685,Silver Linings Playbook,2012,"Comedy, Drama, Romance",7.7,81.0,652885,122,R
356,How to Train Your Dragon,2010,"Animation, Action, Adventure",8.1,75.0,654460,98,PG
290,Full Metal Jacket,1987,"Drama, War",8.3,76.0,661694,116,R
807,The Imitation Game,2014,"Biography, Drama, Thriller",8.0,73.0,671279,114,PG-13
420,Kill Bill: Vol. 2,2004,"Action, Crime, Thriller",8.0,83.0,671565,137,R
1,12 Angry Men,1957,"Crime, Drama",8.9,96.0,672906,96,Approved
365,"The Good, the Bad and the Ugly",1966,Western,8.8,90.0,675879,178,R
376,Indiana Jones and the Last Crusade,1989,"Action, Adventure",8.2,65.0,679846,127,PG-13
111,Blade Runner,1982,"Action, Sci-Fi, Thriller",8.1,84.0,681446,117,R
110,Black Swan,2010,"Drama, Thriller",8.0,79.0,688532,108,R
168,City of God,2002,"Crime, Drama",8.6,79.0,688575,130,R
869,The Revenant,2015,"Action, Adventure, Drama",8.0,76.0,688675,156,R
793,The Grand Budapest Hotel,2014,"Adventure, Comedy, Crime",8.1,88.0,691183,99,R
465,Amélie,2001,"Comedy, Romance",8.3,69.0,693076,122,R
971,Whiplash,2014,"Drama, Music",8.5,88.0,695635,106,R
731,Taxi Driver,1976,"Crime, Drama",8.3,94.0,707719,114,R
798,The Hangover,2009,Comedy,7.7,73.0,708113,100,R
316,Gran Torino,2008,Drama,8.1,72.0,709855,116,R
861,The Pianist,2002,"Biography, Drama, Music",8.5,85.0,712109,150,R
744,The Big Lebowski,1998,"Comedy, Crime, Sport",8.1,71.0,717959,117,R
148,Captain America: The Winter Soldier,2014,"Action, Adventure, Sci-Fi",7.7,70.0,722348,136,PG-13
9,300,2006,"Action, Drama",7.6,52.0,724308,117,R
658,Scarface,1983,"Crime, Drama",8.3,65.0,725207,170,R
233,Donnie Darko,2001,"Drama, Mystery, Sci-Fi",8.0,88.0,730418,113,R
686,Sin City,2005,"Crime, Thriller",8.0,74.0,734267,124,R
385,The Intouchables,2011,"Biography, Comedy, Drama",8.5,57.0,740738,112,R
923,Toy Story 3,2010,"Animation, Adventure, Comedy",8.3,92.0,743087,103,G
17,A Clockwork Orange,1971,"Crime, Drama, Sci-Fi",8.3,77.0,743870,136,R
846,The Martian,2015,"Adventure, Drama, Sci-Fi",8.0,80.0,744544,144,PG-13
336,Harry Potter and the Deathly Hallows: Part 2,2011,"Adventure, Drama, Fantasy",8.1,85.0,747235,130,PG-13
801,The Hobbit: An Unexpected Journey,2012,"Adventure, Fantasy",7.8,58.0,747869,169,PG-13
639,Requiem for a Dream,2000,Drama,8.3,68.0,752143,102,R
317,Gravity,2013,"Drama, Sci-Fi, Thriller",7.7,96.0,758256,91,PG-13
73,Avengers: Endgame,2019,"Action, Adventure, Drama",8.4,78.0,768192,181,PG-13
695,Snatch,2000,"Comedy, Crime",8.3,55.0,769645,102,R
217,Die Hard,1988,"Action, Thriller",8.2,72.0,770853,132,R
39,Alien,1979,"Horror, Sci-Fi",8.4,89.0,772856,117,R
888,The Terminator,1984,"Action, Sci-Fi",8.0,84.0,787978,107,R
693,Slumdog Millionaire,2008,"Drama, Romance",8.0,84.0,788499,120,R
536,"Monsters, Inc.",2001,"Animation, Adventure, Comedy",8.0,79.0,798783,92,G
74,Avengers: Infinity War,2018,"Action, Adventure, Sci-Fi",8.4,68.0,804179,149,PG-13
157,Catch Me If You Can,2002,"Biography, Crime, Drama",8.1,75.0,806251,141,PG-13
14,A Beautiful Mind,2001,"Biography, Drama",8.2,72.0,831748,135,PG-13
563,No Country for Old Men,2007,"Crime, Drama, Thriller",8.1,91.0,836681,122,R
310,Gone Girl,2014,"Drama, Mystery, Thriller",8.1,79.0,838485,149,R
314,Good Will Hunting,1997,"Drama, Romance",8.3,70.0,842231,126,R
716,Star Wars: Episode VII - The Force Awakens,2015,"Action, Adventure, Sci-Fi",7.9,80.0,847678,138,PG-13
404,Jurassic Park,1993,"Action, Adventure, Sci-Fi",8.1,68.0,850539,127,PG-13
502,Mad Max: Fury Road,2015,"Action, Adventure, Sci-Fi",8.1,90.0,861427,120,R
921,Toy Story,1995,"Animation, Adventure, Comedy",8.3,95.0,868830,81,G
625,Raiders of the Lost Ark,1981,"Action, Adventure",8.4,85.0,869119,115,PG
877,The Shining,1980,"Drama, Horror",8.4,66.0,875094,146,R
399,Joker,2019,"Crime, Drama, Thriller",8.5,59.0,876030,122,R
203,Deadpool,2016,"Action, Adventure, Comedy",8.0,65.0,885979,108,R
263,Eternal Sunshine of the Spotless Mind,2004,"Drama, Romance, Sci-Fi",8.3,89.0,894640,108,R
880,The Sixth Sense,1999,"Drama, Mystery, Thriller",8.1,64.0,897938,107,PG-13
586,One Flew Over the Cuckoo's Nest,1975,Drama,8.7,83.0,898247,133,R
640,Reservoir Dogs,1992,"Crime, Drama, Thriller",8.3,79.0,900985,99,R
946,Up,2009,"Animation, Adventure, Comedy",8.2,88.0,916011,96,PG
895,The Truman Show,1998,"Comedy, Drama, Sci-Fi",8.1,90.0,916370,103,PG
828,The Lion King,1994,"Animation, Adventure, Drama",8.5,88.0,922064,88,G
387,Iron Man,2008,"Action, Adventure, Sci-Fi",7.9,79.0,924272,126,PG-13
277,Finding Nemo,2003,"Animation, Adventure, Comedy",8.1,90.0,932033,100,G
715,Star Wars: Episode VI - Return of the Jedi,1983,"Action, Adventure, Fantasy",8.3,58.0,932172,131,PG
127,Braveheart,1995,"Biography, Drama, History",8.3,68.0,945060,178,R
897,The Usual Suspects,1995,"Crime, Mystery, Thriller",8.5,77.0,973468,106,R
735,Terminator 2: Judgment Day,1991,"Action, Sci-Fi",8.5,75.0,979235,137,R
959,WALL·E,2008,"Animation, Adventure, Family",8.4,95.0,979398,98,G
419,Kill Bill: Vol. 1,2003,"Action, Crime, Thriller",8.1,69.0,982105,111,R
315,Goodfellas,1990,"Biography, Crime, Drama",8.7,90.0,997315,146,R
610,Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action, Adventure, Fantasy",8.0,63.0,1003818,143,PG-13
499,Léon: The Professional,1994,"Action, Crime, Drama",8.5,64.0,1013174,110,R
948,V for Vendetta,2005,"Action, Drama, Sci-Fi",8.2,62.0,1013971,132,R
50,American History X,1998,Drama,8.5,62.0,1018267,119,R
911,Titanic,1997,"Drama, Romance",7.8,75.0,1027203,194,PG-13
320,Guardians of the Galaxy,2014,"Action, Adventure, Comedy",8.0,76.0,1027373,121,PG-13
81,Back to the Future,1985,"Adventure, Comedy, Sci-Fi",8.5,87.0,1033747,116,PG
48,American Beauty,1999,Drama,8.3,84.0,1053134,122,R
683,Shutter Island,2010,"Mystery, Thriller",8.2,63.0,1102792,138,R
72,Avatar,2009,"Action, Adventure, Fantasy",7.8,83.0,1104461,162,PG-13
788,The Godfather: Part II,1974,"Crime, Drama",9.0,90.0,1104729,202,R
518,Memento,2000,"Mystery, Thriller",8.4,80.0,1105232,113,R
797,The Green Mile,1999,"Crime, Drama, Fantasy",8.6,61.0,1119505,189,R
714,Star Wars: Episode V - The Empire Strikes Back,1980,"Action, Adventure, Fantasy",8.7,82.0,1137239,124,PG
903,The Wolf of Wall Street,2013,"Biography, Crime, Drama",8.2,75.0,1149536,180,R
862,The Prestige,2006,"Drama, Mystery, Sci-Fi",8.5,66.0,1162918,130,PG-13
771,The Departed,2006,"Crime, Drama, Thriller",8.5,85.0,1165453,151,R
660,Schindler's List,1993,"Biography, Drama, History",8.9,94.0,1189342,195,R
713,Star Wars: Episode IV - A New Hope,1977,"Action, Adventure, Fantasy",8.6,90.0,1209053,121,PG
656,Saving Private Ryan,1998,"Drama, War",8.6,91.0,1210226,169,R
378,Inglourious Basterds,2009,"Adventure, Drama, War",8.3,69.0,1236806,153,R
879,The Silence of the Lambs,1991,"Crime, Drama, Thriller",8.6,85.0,1241507,118,R
742,The Avengers,2012,"Action, Adventure, Sci-Fi",8.0,69.0,1245015,143,PG-13
89,Batman Begins,2005,"Action, Adventure",8.2,70.0,1284927,140,PG-13
305,Gladiator,2000,"Action, Adventure, Drama",8.5,67.0,1314586,155,R
226,Django Unchained,2012,"Drama, Western",8.4,81.0,1325551,165,R
661,Se7en,1995,"Crime, Drama, Mystery",8.6,65.0,1410633,127,R
835,The Lord of the Rings: The Two Towers,2002,"Action, Adventure, Drama",8.7,87.0,1456384,179,PG-13
383,Interstellar,2014,"Adventure, Drama, Sci-Fi",8.6,74.0,1464025,169,PG-13
767,The Dark Knight Rises,2012,"Action, Adventure",8.4,78.0,1488530,164,PG-13
787,The Godfather,1972,"Crime, Drama",9.2,100.0,1581228,175,R
834,The Lord of the Rings: The Return of the King,2003,"Action, Adventure, Drama",8.9,94.0,1611463,201,PG-13
833,The Lord of the Rings: The Fellowship of the Ring,2001,"Action, Adventure, Drama",8.8,92.0,1627158,178,PG-13
847,The Matrix,1999,"Action, Sci-Fi",8.7,73.0,1640625,136,R
283,Forrest Gump,1994,"Drama, Romance",8.8,82.0,1765325,142,PG-13
621,Pulp Fiction,1994,"Crime, Drama",8.9,94.0,1789164,154,R
276,Fight Club,1999,Drama,8.8,66.0,1816612,139,R
374,Inception,2010,"Action, Adventure, Sci-Fi",8.8,74.0,2018183,148,PG-13
766,The Dark Knight,2008,"Action, Crime, Drama",9.0,84.0,2256105,152,PG-13
876,The Shawshank Redemption,1994,Drama,9.3,80.0,2290969,142,R
